loss,val_auc,val_acc
0.6990119658419399,0.45623880597014926,0.4791666666666667
0.6991329271153311,0.4542089552238806,0.4479166666666667
0.6990052292364375,0.46149253731343287,0.4583333333333333
0.7005208059497997,0.46483582089552233,0.484375
0.699210356271664,0.4780895522388059,0.4947916666666667
0.700280377585741,0.46746268656716417,0.4895833333333333
0.6994646843545066,0.473910447761194,0.4947916666666667
0.6995556631160541,0.47044776119402987,0.484375
0.6987195943985279,0.47653731343283584,0.4791666666666667
0.6988298295370557,0.4813134328358209,0.484375
0.6983595885052022,0.49241791044776123,0.4895833333333333
0.698180868000974,0.5005373134328358,0.4947916666666667
0.6980607146700061,0.4983880597014925,0.4895833333333333
0.6979237218296835,0.4995820895522388,0.4895833333333333
0.6976534953001782,0.5012537313432835,0.4947916666666667
0.693633334439557,0.52,0.4947916666666667
0.6935200402181408,0.5112835820895523,0.4739583333333333
0.694199165484609,0.5053134328358209,0.484375
0.6942057936581619,0.5096119402985074,0.5
0.6935166890195159,0.5080597014925373,0.4583333333333333
0.6926003720586893,0.510089552238806,0.4895833333333333
0.6932809263569867,0.5167761194029851,0.4895833333333333
0.6927640945015562,0.5177313432835821,0.4947916666666667
0.6930194081647145,0.5145074626865672,0.4791666666666667
0.6933664282521895,0.5118805970149254,0.5
0.6932582687666583,0.5146268656716417,0.4791666666666667
0.6918750760999189,0.5203582089552239,0.4895833333333333
0.6923660718403335,0.5217910447761194,0.5260416666666666
0.693160441168692,0.518089552238806,0.5
0.6936706381075576,0.5104477611940299,0.4895833333333333
0.6935587920004512,0.5155820895522388,0.5
0.693725288824692,0.5146268656716418,0.4947916666666667
0.6935856761547412,0.5178507462686567,0.4947916666666667
0.6914844685555082,0.5288358208955224,0.5
0.6925895179682241,0.5186865671641792,0.484375
0.6921781109620219,0.5259701492537314,0.5208333333333334
0.6928301699313938,0.5197611940298508,0.5052083333333334
0.6939512578143882,0.5136716417910447,0.5
0.6917116270809739,0.5274029850746269,0.5
0.6920345749012133,0.5246567164179105,0.5052083333333334
0.6916037613459359,0.5305074626865671,0.5052083333333334
0.6925211956536232,0.5258507462686567,0.5104166666666666
0.6924304379046878,0.5207164179104478,0.5104166666666666
0.6926688326338164,0.522865671641791,0.5104166666666666
0.6911893358622202,0.5326567164179105,0.53125
0.692068681193188,0.5290746268656716,0.515625
0.6912385545236003,0.5296716417910448,0.5260416666666666
0.6921173936853879,0.527044776119403,0.5104166666666666
0.6935323758309385,0.518089552238806,0.5052083333333334
0.692599006351818,0.5253731343283582,0.5104166666666666
0.690446536585125,0.538268656716418,0.5104166666666666
0.6937126671356527,0.5170149253731344,0.5104166666666666
0.6926216360334654,0.5260895522388059,0.5260416666666666
0.6926176430815176,0.5254925373134328,0.515625
0.6935513587147827,0.5173731343283582,0.5104166666666666
0.6943927019250894,0.5125970149253731,0.4895833333333333
0.6926191526547042,0.5270447761194029,0.53125
0.6919252828208992,0.5336119402985076,0.515625
0.693090289361994,0.5178507462686568,0.4895833333333333
0.6932841422201611,0.519044776119403,0.4947916666666667
0.6928751760445472,0.5258507462686568,0.5104166666666666
0.693353441852193,0.5244179104477611,0.5052083333333334
0.6938564243809275,0.5134328358208956,0.5
0.694251225732204,0.5190447761194029,0.5104166666666666
0.693233618985294,0.5242985074626866,0.5104166666666666
0.6926089755413273,0.5259701492537313,0.5208333333333334
0.6921788067322533,0.5315820895522388,0.5364583333333334
0.6924314729751778,0.5283582089552239,0.5260416666666666
0.6946991169082356,0.5136716417910447,0.5
0.6928158497347795,0.5210746268656717,0.5052083333333334
0.6942472174578939,0.5179701492537314,0.484375
0.6938498865763915,0.5240597014925372,0.5
0.6927714727191442,0.5272835820895522,0.5208333333333334
0.6931386900799635,0.52,0.5104166666666666
0.6942086032717588,0.5177313432835821,0.5104166666666666
0.6944185526414897,0.5192835820895522,0.5
0.6941656445806795,0.5213134328358209,0.5104166666666666
0.6935592235221066,0.5204776119402985,0.5260416666666666
0.6943728940012553,0.5162985074626866,0.5104166666666666
0.6934226797211162,0.5221492537313432,0.515625
0.693765573329776,0.5234626865671642,0.5052083333333334
0.6942392956531881,0.5171343283582089,0.5104166666666666
0.6924642823581527,0.531223880597015,0.5208333333333334
0.6934311642637673,0.5233432835820895,0.515625
0.6942629211718255,0.5164179104477612,0.5260416666666666
0.6956526094189531,0.5065074626865672,0.5052083333333334
0.6945428470213066,0.5166567164179104,0.5208333333333334
0.6941054180608242,0.5215522388059701,0.4947916666666667
0.6949149803515842,0.5162985074626866,0.5
0.6947945281881028,0.5131940298507462,0.5
0.6957513979291182,0.5081791044776119,0.5052083333333334
0.6938836268791017,0.5242985074626866,0.515625
0.6947131442268644,0.5179701492537313,0.5260416666666666
0.6949217958976588,0.5143880597014925,0.5104166666666666
0.6956609117372761,0.5117611940298508,0.5052083333333334
0.6944797569331124,0.5171343283582089,0.4895833333333333
0.6946501689186387,0.5154626865671642,0.4895833333333333
0.694768671703533,0.5142686567164179,0.4895833333333333
0.6968379481425906,0.5008955223880598,0.484375
0.6956646645794992,0.5081791044776119,0.5
0.6958798744506298,0.5068656716417911,0.46875
0.6969310264447195,0.5051940298507462,0.4739583333333333
0.6969802383849842,0.5010149253731343,0.4895833333333333
0.6950817614616834,0.5084179104477612,0.46875
0.6946626640097356,0.5128358208955224,0.4895833333333333
0.695831774137979,0.5025671641791045,0.4791666666666667
0.6956886252640015,0.5038805970149254,0.4739583333333333
0.6955946000083699,0.5074626865671642,0.4895833333333333
0.6943930904866885,0.5152238805970148,0.4791666666666667
0.6962359919267032,0.5026865671641791,0.4739583333333333
0.6956253750904186,0.5121194029850746,0.484375
0.6959094005960224,0.5060298507462686,0.4739583333333333
0.6957419758250416,0.5051940298507462,0.484375
0.6948498439504561,0.5102089552238805,0.46875
0.6948909838878005,0.5097313432835819,0.4895833333333333
0.6957038053619918,0.5056716417910447,0.4791666666666667
0.6946660451975776,0.5111641791044776,0.4739583333333333
0.6952635078574007,0.5085373134328359,0.4791666666666667
0.6948005199677164,0.5145074626865672,0.4791666666666667
0.696750043602778,0.5026865671641791,0.4739583333333333
